100,2,0.8161189358372457,0.6069182389937107,0.59958071278826
100,4,0.8335289514866979,0.6088050314465409,0.5962264150943396
100,6,0.8466353677621283,0.610272536687631,0.5928721174004193
100,8,0.8528951486697965,0.6073375262054508,0.5953878406708596
100,10,0.8583724569640062,0.6069182389937107,0.5968553459119497
100,12,0.8622848200312989,0.6016771488469602,0.5979035639412998
100,14,0.8646322378716745,0.6050314465408805,0.5955974842767295
100,16,0.866001564945227,0.59979035639413,0.60062893081761
100,18,0.8648278560250391,0.6041928721174005,0.5993710691823899
100,20,0.8652190923317684,0.6014675052410902,0.60020964360587
200,2,0.8192488262910798,0.6090146750524109,0.5966457023060797
200,4,0.8358763693270735,0.6064989517819707,0.5968553459119497
200,6,0.8460485133020345,0.6071278825995807,0.5955974842767295
200,8,0.8544600938967136,0.6069182389937107,0.5985324947589099
200,10,0.8599374021909233,0.6071278825995807,0.5953878406708596
200,12,0.8636541471048513,0.6073375262054508,0.5964360587002097
200,14,0.8652190923317684,0.6060796645702307,0.5955974842767295
200,16,0.866001564945227,0.610272536687631,0.59979035639413
200,18,0.8677621283255086,0.6029350104821803,0.5979035639412998
200,20,0.8652190923317684,0.6012578616352201,0.5987421383647799
300,2,0.8204225352112676,0.609224318658281,0.5981132075471698
300,4,0.8378325508607198,0.6062893081761006,0.5976939203354298
300,6,0.8474178403755869,0.6073375262054508,0.5974842767295597
300,8,0.8538732394366197,0.6083857442348009,0.5983228511530398
300,10,0.8599374021909233,0.6094339622641509,0.5989517819706499
300,12,0.8648278560250391,0.6052410901467505,0.5981132075471698
300,14,0.866001564945227,0.6060796645702307,0.5968553459119497
300,16,0.8671752738654147,0.6113207547169811,0.60020964360587
300,18,0.8683489827856025,0.6058700209643606,0.60062893081761
300,20,0.8642410015649452,0.6012578616352201,0.6004192872117401
400,2,0.8223787167449139,0.6079664570230608,0.59916142557652
400,4,0.8384194053208138,0.6052410901467505,0.5985324947589099
400,6,0.8476134585289515,0.6081761006289308,0.5966457023060797
400,8,0.8550469483568075,0.6071278825995807,0.5989517819706499
400,10,0.8599374021909233,0.6094339622641509,0.59979035639413
400,12,0.8630672926447575,0.610062893081761,0.5964360587002097
400,14,0.8661971830985915,0.6136268343815514,0.6004192872117401
400,16,0.86697965571205,0.6079664570230608,0.6014675052410902
400,18,0.8671752738654147,0.6041928721174005,0.60020964360587
400,20,0.866001564945227,0.6020964360587002,0.5989517819706499
500,2,0.8227699530516432,0.6075471698113207,0.5979035639412998
500,4,0.8382237871674492,0.6050314465408805,0.5981132075471698
500,6,0.8474178403755869,0.6075471698113207,0.5964360587002097
