year,week_num,day_of_week,kickoff_time,temperature,wind_speed,first_down_off,rush_attempts,rush_yds_off,fumbles_lost,completed_passes,pass_attempts,pass_yds_off,interceptions_thrown,sack_yds_off,penalty_yds_against,plays_run_off,avg_ko_return,avg_punt_return,avg_punt_dist,first_down_def,rushes_defended,rush_yds_def,fumbles_forced,completions_allowed,passes_defended,pass_yds_def,interceptions_caught,sack_yds_def,penalty_yds_for,plays_defended,avg_ko_return_against,avg_punt_return_against,avg_punt_dist_against,result
1970,2,Sun,2:00PM ET,61,11,1.2029918246651592,1.2258572428271521,1.2293929712460063,1.9517426273458447,0.9812300319488818,0.8732135565536954,0.8201930080116533,0.7137254901960784,1.0169018019276437,1.0680849112832975,1.0541176470588234,1.5057890977625614,1.4723333725144276,1.1174265274236614,0.9180727082970952,0.8119314205738278,0.6728434504792332,0.9758713136729223,1.1992811501597442,1.1518987341772151,1.1460609371206605,1.784313725490196,1.0423243469758348,0.4839759754252441,0.9635294117647059,0.839019017572497,0.6795384796220436,0.9250826169654902,W
1970,3,Sun,2:00PM ET,53,8,1.282136023656288,1.209937018894332,1.4557507987220446,1.219839142091153,0.9630591054313098,0.8732135565536954,0.8353817674192765,0.7137254901960784,0.6736974437770639,0.9011966438952821,1.041764705882353,1.2761238479193167,0.49077779083814255,1.1148822958038442,1.0288745868846756,0.9074527641707487,0.9884984025559105,1.4638069705093835,0.8358626198083066,1.1240302164148632,0.9665574168487495,1.4274509803921567,1.1313032546445034,0.8845078171564806,1.0129411764705882,0.878840008472737,0.7172906173788238,1.0290908055836123,L
1970,4,Sun,2:00PM ET,61,10,1.0869136661448366,1.1621763470958713,1.207241746538871,1.1385165326184095,0.9327742279020235,0.8546345447121273,1.028232985352432,0.8326797385620915,1.3389207058713972,0.962389008604221,1.0266666666666668,1.0081810564355318,1.023502401406041,1.1057569850607671,0.991940627355482,0.944599953347329,1.0535676251331205,1.1385165326184095,1.114483493077742,1.0961616986525111,1.031915108845189,1.3084967320261438,0.8897890766866883,0.8260969235706753,1.0129411764705882,0.7816027051116861,1.2584045918926734,0.9940046400074685,W
1970,5,Sun,4:00PM ET,52,10,0.854757349104192,1.0785951714485655,1.123482428115016,1.4638069705093835,0.8903753993610223,0.8639240506329113,0.6406894877397427,1.2490196078431373,1.0677468920240258,0.9846407775892898,0.9779411764705883,1.1338795641454364,0.913916334862054,1.086658286368007,0.8785006088015308,1.0268544436668998,0.9023162939297125,1.219839142091153,0.9630591054313098,1.0125561453654552,0.8512609249817917,1.1598039215686273,0.8452996228523537,0.9137132639493835,1.0191176470588235,0.894583190921669,0.9091973176424564,1.0215089953565577,L
1970,6,Sun,4:00PM ET,64,12,1.0700295703600626,1.0984954513645906,1.1853674121405753,0.8782841823056301,0.9376198083067091,0.9958350347080441,0.7914724447681477,1.7129411764705884,1.3270568515155747,0.9796341295676494,1.064,1.151042719913292,1.2712403187299786,1.0525907826708827,0.8737519568620631,0.9870538838348495,1.0275399361022364,1.4638069705093835,0.8213258785942491,0.8509187423438138,0.7544671036659383,1.0705882352941178,0.9711412208408996,0.789381504745312,0.924,0.8510208790159182,1.958077544985,1.1034162919705355,W
1970,7,Sun,2:00PM ET,56,10,1.081637386212095,1.1436027525075807,1.3996805111821087,1.1385165326184095,0.8176916932907348,0.8236695249761807,0.7801499150279194,0.773202614379085,1.0889323462308518,1.1209328626228356,1.0047058823529411,1.0113708515722435,0.8368390536086279,1.035901269398945,0.9391778280280629,0.9233729881035689,0.911661341853035,1.219839142091153,1.0054579339723109,1.0744861848373486,0.9458454722019909,1.2490196078431373,1.004190529403548,0.8358320725016428,0.9896078431372548,0.8413650604472399,0.8546664519937741,0.9946855248504861,W
1970,8,Sun,1:00PM ET,52,12,1.0311358497129937,1.084849545136459,1.1629392971246006,1.0455764075067024,0.8306709265175718,0.8599428338097183,0.9002791939791213,1.1215686274509804,1.0205335940773852,1.0013296043280913,0.9882352941176471,1.0499864820982423,0.6399886210197023,1.0046973358899378,0.999478170116542,0.9779566130160953,0.9232314011866728,0.6970509383378016,1.03314696485623,1.045732952225398,1.004825200291333,1.0705882352941178,0.8643665316384971,0.7736463252487277,1.0070588235294118,0.934801068774403,1.029195184083651,0.9539996266330113,L
1970,9,Mon,9:00PM ET,42,8,1.0209601669855628,1.0407846396081175,1.1411341853035144,0.7928954423592494,0.8903753993610223,0.9475296039199672,0.9389414906530711,0.9813725490196078,1.1757927084788378,0.9700380541928384,1.006764705882353,1.0568812904340699,0.43650909281277095,1.0207063508574485,1.040746216733345,0.9970040237928621,1.1525559105431311,0.9148793565683647,0.9403454472843449,1.0590036749693752,1.0034937181354697,1.0705882352941178,0.8548330772454255,0.9283159873458346,1.0201470588235295,0.8679123877140664,0.9729040501070231,1.01962202357186,L
1970,10,Sun,1:00PM ET,44,10,1.0693260663690303,1.094957623823964,1.247390841320554,0.9758713136729222,0.8600905218317356,0.8814708951499479,0.8849370127592997,0.9912854030501089,0.9180363489624561,1.0059653895333138,0.9973856209150328,0.9625635560933103,0.8663416501518892,0.9757028646580583,1.0798786262345141,1.0065119353082963,1.1426340078097268,0.8674411677092643,1.02968583599574,1.003266639444671,0.9312704000431604,0.7533769063180827,0.8219956232248452,0.7621230877386027,0.9992156862745099,0.9136631636749033,0.6711491156760925,1.0138754928045286,W
1970,11,Thu,3:30PM ET,65,20,0.952896155853192,1.0841672498250525,1.2235782747603832,0.9270777479892762,0.839496805111821,0.8806451612903226,0.9270666423889293,0.9992156862745099,1.215197653303534,1.0455549951859153,1.0014117647058822,1.0441495979835627,1.0570598571898455,1.0320513219579863,0.9750565315707079,1.0395906228131562,1.1018849840255591,1.1222520107238605,0.9703274760383386,0.9921192323397303,0.9055262199563001,1.1062745098039217,1.1414722726637798,0.8311035715923158,1.0203529411764707,0.9734366906431942,0.8469062903437692,1.0038147125179364,W
