opponent
mia
nyj
clt
kan
nyg
clt
buf
crd
sdg
nyj
buf
mia
min
cin
rai
det
clt
nyj
mia
dal
sfo
oti
buf
cle
buf
mia
nyj
clt
cin
atl
was
buf
nyj
pit
nyj
clt
mia
buf
clt
mia
nor
den
buf
kan
mia
clt
nyj
chi
mia
phi
nyj
gnb
oti
sdg
buf
clt
mia
nyg
ram
clt
nyj
buf
min
buf
cle
nyj
clt
rai
pit
mia
oti
mia
nyj
cin
clt
sfo
crd
sdg
dal
buf
mia
nyj
buf
clt
clt
mia
pit
rai
det
nyj
buf
mia
buf
clt
nyj
den
nor
tam
kan
cle
nyj
sea
sdg
clt
nyj
buf
mia
buf
phi
atl
mia
clt
was
crd
clt
rai
sdg
phi
cin
mia
nyj
buf
oti
nyj
clt
dal
buf
mia
pit
nyj
cin
sdg
gnb
det
chi
mia
clt
buf
den
clt
buf
mia
nyj
min
cle
atl
sea
den
nyj
mia
clt
buf
nyj
oti
ram
clt
sfo
mia
buf
nor
clt
phi
dal
pit
kan
nyj
oti
was
rai
mia
nyj
buf
crd
mia
buf
clt
clt
nyj
cle
oti
chi
mia
sea
pit
buf
clt
mia
nyj
pit
sfo
clt
sdg
buf
atl
buf
mia
cle
nyj
nor
ram
sea
buf
mia
sea
was
nyj
cle
cin
mia
nyj
den
buf
clt
dal
crd
phi
clt
gnb
chi
buf
rai
cle
buf
nyj
tam
mia
clt
sea
nyj
clt
det
mia
cin
clt
nyj
sea
den
mia
nyj
pit
buf
atl
clt
ram
buf
nor
cin
sfo
mia
mia
nyj
cle
buf
oti
clt
rai
nyg
dal
clt
phi
den
nyj
buf
mia
nyj
min
buf
oti
clt
gnb
cin
buf
chi
mia
nyj
mia
clt
sea
tam
den
nyj
mia
sea
buf
oti
atl
sfo
clt
nyj
nor
buf
rai
clt
mia
pit
ram
mia
clt
cin
nyj
sea
mia
buf
phi
clt
buf
crd
kan
pit
was
nyj
nyg
clt
cle
pit
oti
crd
mia
min
den
buf
mia
nyj
buf
den
clt
nyj
cin
ram
sea
buf
nyj
sfo
mia
cle
buf
nor
clt
nyj
atl
clt
kan
cin
mia
buf
det
sea
nyj
crd
oti
sea
clt
buf
mia
nyj
pit
cin
cle
clt
mia
mia
buf
cin
det
gnb
rai
nyj
mia
cle
min
sdg
clt
nyj
clt
buf
chi
cle
mia
sfo
atl
den
kan
buf
car
nyj
mia
clt
buf
nor
nyj
pit
clt
mia
buf
crd
jax
rav
was
clt
buf
mia
nyj
den
clt
sdg
nyj
dal
nyg
sdg
clt
nyj
chi
den
buf
nyj
gnb
min
buf
tam
mia
clt
jax
pit
mia
den
clt
oti
nor
kan
nyj
mia
clt
atl
buf
mia
buf
pit
ram
sfo
nyj
nyj
clt
nyg
cle
kan
mia
den
crd
nyj
mia
buf
dal
clt
phi
buf
rav
tam
nyj
min
mia
den
clt
nyj
clt
buf
cle
cin
det
kan
chi
buf
mia
cin
nyj
clt
mia
sdg
clt
den
atl
buf
ram
nor
nyj
cle
buf
mia
car
pit
nyj
kan
sdg
mia
gnb
den
buf
chi
rai
min
det
buf
oti
nyj
mia
buf
phi
nyj
was
oti
nyg
mia
cle
den
dal
htx
clt
mia
jax
nyj
buf
clt
crd
buf
mia
sea
nyj
pit
ram
buf
kan
rav
cle
cin
mia
nyj
sfo
rai
car
pit
sdg
atl
den
buf
clt
mia
nor
kan
nyj
buf
tam
nyj
mia
buf
nyj
den
cin
mia
buf
min
clt
nyj
gnb
chi
det
mia
htx
jax
oti
nyj
sdg
buf
cin
cle
dal
mia
was
clt
buf
phi
rav
pit
nyj
mia
nyg
kan
nyj
mia
sfo
sdg
den
ram
clt
buf
nyj
mia
pit
sea
rai
crd
buf
buf
nyj
atl
rav
den
oti
tam
mia
clt
nyj
nor
mia
car
buf
jax
htx
cin
nyj
buf
mia
rav
sdg
min
cle
pit
clt
det
nyj
chi
gnb
buf
mia
mia
sdg
buf
rai
nyj
dal
pit
nyg
nyj
kan
phi
clt
was
den
mia
buf
oti
crd
rav
buf
den
sea
nyj
ram
buf
clt
nyj
mia
htx
sfo
jax
mia
buf
nyj
tam
atl
cin
nor
nyj
mia
pit
car
den
htx
cle
mia
rav
buf
mia
min
rai
kan
cin
buf
nyj
chi
den
clt
det
gnb
sdg
mia
nyj
buf
pit
buf
jax
dal
clt
nyj
mia
was
nyg
buf
den
phi
htx
oti
nyj
mia
crd
mia
htx
buf
cle
cin
pit
buf
sea
sfo
nyj
ram
rav
den
nyj
mia
kan
nor
htx
car
tam
nyj
atl
sdg
den
rai
mia
buf
mia
pit
buf
nyj
htx
jax
det
mia
clt
kan
chi
buf
gnb
oti
nyj
min
mia
pit
buf
nyj
pit
mia
nyj
buf
was
nyg
nyj
cle
rav
phi
dal
htx
kan
cin
buf
mia
mia
sea
rai
kan
den
sfo
buf
nyj
rav
htx
crd
sdg
ram
mia
buf
nyj
mia
nyj
nor
tam
htx
dal
nyj
sdg
car
cle
atl
oti
buf
clt
buf
jax
mia
