opponent
sdg
kan
nwe
oti
nyj
nwe
mia
gnb
buf
mia
chi
phi
buf
nyj
nyj
cle
nwe
buf
nyg
min
pit
ram
nyj
mia
rai
buf
mia
nwe
crd
nyj
buf
sdg
dal
nyj
mia
nwe
sfo
cin
nwe
buf
kan
mia
cle
nyj
nor
nwe
buf
det
rai
oti
mia
was
buf
nyj
mia
nwe
pit
gnb
phi
nwe
buf
nyj
mia
cin
den
atl
nwe
buf
mia
nyj
chi
rai
ram
buf
nwe
nyj
cle
buf
nyj
mia
kan
nyg
mia
nwe
nwe
cin
dal
tam
mia
buf
nyj
oti
sdg
nwe
mia
nyj
crd
buf
sea
nyj
buf
mia
kan
nwe
pit
was
buf
nyj
den
mia
det
nwe
dal
mia
nwe
buf
phi
crd
nyj
den
mia
was
sea
cle
nwe
nyj
pit
buf
kan
tam
cle
pit
buf
nyj
oti
buf
nwe
cin
mia
nwe
mia
nyj
kan
nyg
nyj
pit
oti
nyj
mia
buf
nwe
crd
kan
cle
det
nwe
buf
cin
mia
kan
nwe
buf
den
mia
buf
cin
sdg
cle
mia
nyj
phi
crd
nyj
dal
was
nwe
nwe
mia
nyj
buf
cin
min
gnb
sdg
mia
nwe
den
buf
chi
cin
nwe
buf
mia
phi
nyj
pit
mia
cle
nyj
den
oti
nyj
oti
crd
mia
buf
was
phi
pit
dal
sdg
nyj
nwe
rai
buf
mia
nwe
pit
mia
det
nyj
buf
den
buf
gnb
nyj
nwe
mia
kan
nwe
chi
tam
oti
nwe
mia
ram
nyj
sfo
nor
buf
mia
cle
nwe
nyj
oti
sdg
atl
buf
rai
cin
mia
buf
nyj
pit
nwe
nyj
sdg
mia
nwe
oti
cle
buf
sdg
tam
oti
chi
cle
mia
nwe
buf
tam
sdg
den
nyj
gnb
min
nwe
mia
nyj
buf
sfo
ram
atl
nyj
buf
den
cin
nwe
mia
buf
nyj
sdg
nwe
cle
mia
nor
buf
nwe
oti
phi
kan
den
mia
nyg
nwe
nyj
cin
crd
buf
nyj
was
mia
nwe
mia
rai
det
sea
pit
buf
nyj
mia
nyj
chi
gnb
cle
nwe
buf
tam
cle
oti
buf
tam
nyj
sdg
mia
sdg
mia
nwe
pit
buf
nwe
nyj
crd
cin
mia
cin
cle
den
dal
mia
nwe
was
nyj
buf
sdg
nyj
nyg
phi
nwe
buf
oti
tam
pit
cle
sea
nyj
buf
was
nyj
mia
cin
nwe
sea
nwe
mia
buf
cin
nyj
buf
ram
mia
sfo
rai
nyj
buf
nor
nwe
mia
car
jax
sdg
nwe
crd
nyj
dal
mia
buf
rav
nwe
was
sdg
mia
nyj
nwe
buf
phi
kan
cin
mia
nwe
sea
buf
nyj
pit
buf
sdg
tam
cin
gnb
det
nwe
nyj
mia
min
mia
nwe
nyj
nor
sdg
buf
sfo
nwe
mia
nyj
buf
rav
atl
cin
sea
car
buf
nwe
sdg
mia
nyj
cin
dal
kan
nyg
phi
nyj
mia
nwe
was
cle
buf
kan
rai
jax
buf
nwe
sea
nwe
det
chi
nyj
gnb
mia
nyj
buf
mia
min
nyj
buf
nwe
rai
nwe
kan
buf
mia
nor
sfo
rav
mia
atl
nyj
ram
den
jax
mia
htx
cin
rav
pit
was
oti
phi
dal
den
htx
oti
cle
nyg
jax
cle
oti
jax
nor
tam
car
htx
mia
jax
nyj
buf
nwe
oti
atl
den
htx
nwe
oti
gnb
jax
rai
jax
kan
min
htx
chi
det
oti
htx
rav
sdg
den
rav
jax
cle
oti
sfo
ram
htx
nwe
htx
cin
pit
oti
jax
sdg
sea
crd
nyg
htx
jax
nyj
oti
was
den
nwe
buf
dal
phi
oti
jax
cin
htx
mia
nor
oti
htx
den
tam
jax
car
nwe
sdg
kan
atl
jax
rav
rai
htx
oti
chi
min
jax
htx
rav
gnb
oti
nwe
pit
htx
sdg
cle
cin
det
jax
oti
jax
mia
crd
sea
oti
ram
sfo
htx
nwe
rav
htx
oti
den
jax
nyj
buf
htx
nyg
den
jax
kan
was
htx
phi
cin
nwe
sdg
dal
oti
jax
rai
oti
htx
cle
pit
tam
kan
cin
nor
oti
atl
jax
car
nwe
rav
oti
htx
jax
chi
min
jax
gnb
nyj
cle
oti
mia
jax
nwe
buf
det
oti
htx
kan
htx
rai
mia
sfo
jax
sea
sdg
den
htx
ram
oti
crd
oti
cin
htx
kan
jax
den
phi
jax
oti
rav
htx
cin
pit
nyg
nwe
jax
was
cle
htx
dal
oti
buf
nyj
oti
jax
htx
nwe
nor
car
den
atl
tam
pit
jax
htx
mia
oti
det
den
sdg
jax
chi
htx
oti
kan
gnb
oti
pit
nyj
htx
min
rai
jax
ram
crd
cle
sea
sfo
oti
jax
cin
htx
pit
oti
jax
buf
den
rav
htx
cin
was
phi
htx
nwe
nyj
buf
rai
jax
oti
mia
jax
htx
dal
nyg
oti
sdg
oti
atl
rai
kan
htx
den
pit
mia
jax
htx
oti
tam
nor
car
jax
jax
min
nyj
chi
cle
cin
det
rav
oti
gnb
oti
htx
rai
htx
pit
jax
sea
ram
oti
mia
rav
htx
sfo
oti
nyj
jax
buf
tam
htx
nwe
crd
rai
jax
