opponent
nwe
buf
mia
clt
buf
nyg
pit
ram
nwe
min
rai
mia
clt
crd
mia
nwe
buf
mia
sdg
kan
clt
buf
sfo
dal
nwe
cin
clt
oti
mia
nwe
clt
nwe
was
buf
mia
det
nor
rai
cle
clt
buf
mia
nwe
pit
den
mia
nwe
cin
atl
clt
phi
buf
chi
buf
mia
nwe
clt
ram
oti
nyg
nwe
mia
sdg
buf
clt
kan
nwe
min
mia
clt
buf
mia
clt
crd
pit
nwe
sdg
dal
den
mia
sfo
buf
nwe
clt
buf
mia
tam
nwe
clt
was
cin
clt
nwe
buf
mia
rai
nwe
mia
sea
clt
pit
nor
buf
phi
buf
sea
was
pit
buf
clt
crd
nwe
den
phi
nwe
mia
clt
cle
dal
nwe
det
buf
mia
clt
min
rai
oti
gnb
buf
chi
sea
clt
nwe
mia
buf
sfo
clt
nwe
atl
sea
mia
nwe
buf
den
oti
ram
cle
nor
mia
cin
pit
oti
mia
nwe
buf
sea
nyg
clt
nwe
mia
clt
sea
cle
gnb
nwe
clt
gnb
det
tam
mia
min
kan
sea
nwe
ram
buf
cle
mia
atl
sfo
clt
buf
nor
nwe
clt
pit
mia
pit
cin
buf
nwe
kan
cle
kan
nwe
mia
clt
oti
mia
nyg
buf
tam
buf
gnb
clt
cin
mia
nwe
sea
clt
mia
tam
nwe
det
buf
chi
cle
nwe
mia
clt
buf
nwe
den
nor
sea
atl
clt
mia
ram
sfo
pit
cin
nwe
dal
clt
mia
was
clt
sea
kan
buf
cin
mia
nwe
phi
nyg
cle
oti
det
kan
cin
buf
mia
pit
clt
nwe
buf
mia
kan
clt
nyg
cle
mia
clt
rai
nor
buf
sfo
nwe
mia
clt
atl
sdg
pit
ram
buf
cle
buf
nwe
mia
sdg
buf
oti
dal
mia
clt
pit
sdg
clt
nwe
tam
sea
buf
chi
mia
cle
oti
clt
gnb
clt
nwe
sdg
buf
det
nwe
mia
pit
sfo
ram
nwe
clt
buf
mia
den
cin
nwe
kan
buf
clt
mia
nor
mia
nwe
phi
rai
buf
nyg
mia
clt
cin
nwe
clt
was
dal
buf
oti
den
mia
chi
cle
clt
nwe
clt
buf
gnb
min
mia
nwe
det
sdg
oti
clt
jax
atl
rai
buf
car
mia
clt
nwe
buf
sea
ram
nwe
oti
nor
clt
mia
nyg
was
rai
jax
buf
crd
nwe
clt
buf
oti
nwe
phi
mia
buf
nwe
rai
cin
clt
mia
nwe
rav
mia
chi
min
buf
clt
tam
det
rav
clt
mia
ram
nwe
atl
kan
buf
clt
oti
car
sea
mia
buf
nwe
buf
was
den
jax
clt
rai
crd
nwe
buf
clt
nyg
mia
dal
mia
sea
nwe
buf
tam
pit
nwe
mia
buf
den
clt
mia
chi
clt
rai
det
rav
nwe
sfo
buf
mia
ram
car
nor
kan
mia
nwe
pit
cin
clt
buf
rai
nwe
mia
jax
kan
min
cle
sdg
mia
det
buf
rai
den
chi
nwe
gnb
mia
nwe
dal
buf
htx
phi
nyg
rai
clt
jax
oti
buf
pit
nwe
mia
sdg
mia
buf
sfo
nwe
mia
buf
rav
cle
crd
htx
pit
sea
nwe
ram
mia
jax
rav
tam
buf
atl
sdg
car
den
nor
nwe
rai
mia
nwe
buf
nwe
buf
clt
jax
mia
det
cle
nwe
chi
htx
gnb
buf
min
mia
rai
rav
mia
buf
nyg
phi
cin
buf
was
pit
dal
mia
cle
nwe
oti
kan
nwe
sdg
crd
cin
rai
kan
buf
ram
nwe
oti
den
sfo
buf
sea
mia
nwe
oti
nor
mia
buf
rai
mia
jax
nwe
car
buf
tam
atl
clt
cin
nwe
mia
buf
min
den
gnb
det
cle
htx
cin
nwe
mia
pit
chi
buf
jax
rai
rav
nwe
mia
sdg
buf
nwe
den
buf
was
kan
phi
nyg
mia
pit
mia
sfo
htx
clt
nwe
mia
sea
ram
nwe
crd
jax
oti
sdg
buf
nwe
buf
oti
atl
pit
nwe
cin
nor
buf
rav
mia
rai
car
cle
mia
gnb
chi
det
sdg
den
nwe
buf
kan
pit
buf
mia
min
oti
nwe
mia
clt
phi
mia
was
nwe
rai
jax
buf
htx
mia
nyg
oti
dal
nwe
buf
buf
kan
sea
pit
crd
rav
cle
mia
ram
nwe
clt
sfo
mia
nwe
buf
rai
mia
jax
cle
nwe
mia
atl
buf
tam
car
kan
den
nor
sdg
nwe
mia
cle
jax
den
clt
min
chi
mia
buf
nwe
oti
buf
htx
gnb
nwe
cle
nwe
phi
dal
nwe
jax
mia
nyg
was
rai
cin
mia
rav
pit
buf
sfo
clt
den
crd
mia
buf
kan
nwe
sdg
mia
rai
sea
ram
cle
nwe
nwe
den
oti
atl
nwe
cin
clt
buf
mia
htx
phi
nor
mia
jax
tam
buf
