opponent
gnb
sfo
dal
den
nor
chi
ram
phi
ram
mia
sfo
pit
min
ram
det
crd
ram
nor
cle
cin
nyg
gnb
min
rai
sfo
nor
nwe
ram
det
nor
gnb
sfo
ram
nor
was
den
oti
sfo
kan
ram
det
sfo
chi
sdg
sfo
ram
phi
min
nyj
buf
crd
nor
sfo
nor
nyg
chi
nor
pit
mia
ram
clt
sfo
ram
min
gnb
det
nor
sfo
ram
cin
nor
min
ram
den
rai
was
sfo
gnb
det
chi
phi
nor
cle
sfo
nor
sea
sfo
dal
oti
ram
gnb
was
nyg
sfo
buf
chi
min
sfo
det
nor
tam
nwe
ram
nor
ram
cle
tam
nyg
pit
det
sfo
ram
sfo
nor
chi
nor
cin
was
crd
phi
den
det
was
gnb
rai
sfo
sea
tam
nyg
ram
nor
sdg
ram
sfo
nwe
mia
sfo
det
nyj
nor
ram
buf
crd
nor
chi
was
phi
sfo
ram
gnb
sfo
cle
phi
ram
crd
nyg
nor
sfo
pit
min
oti
tam
ram
cin
rai
ram
crd
den
nor
sfo
gnb
nor
nyg
det
sfo
phi
nor
ram
nyj
nwe
nor
ram
sfo
gnb
was
mia
buf
det
min
oti
sfo
ram
nyg
ram
pit
was
nor
cle
cin
sfo
tam
phi
sfo
den
ram
sfo
sea
nor
dal
was
phi
ram
chi
rai
kan
min
nor
crd
dal
tam
phi
ram
sfo
ram
nwe
nyj
chi
sfo
mia
clt
nor
det
was
pit
sfo
ram
oti
nor
cle
cin
min
crd
dal
ram
sfo
det
nor
sfo
dal
sea
ram
den
nyg
phi
gnb
sdg
rai
tam
sfo
ram
nor
dal
clt
gnb
ram
nwe
crd
nor
buf
sfo
nor
nyj
sfo
min
was
det
det
sfo
nor
sfo
ram
cin
pit
chi
phi
nor
tam
crd
cle
ram
dal
min
sdg
rai
nor
sfo
crd
ram
sfo
was
tam
nor
gnb
ram
sea
dal
was
nor
chi
gnb
mia
sfo
ram
sfo
crd
buf
nwe
nor
tam
dal
ram
nor
sfo
pit
chi
ram
nor
tam
ram
dal
cle
oti
sfo
was
cin
crd
ram
kan
was
ram
tam
sfo
rai
sdg
nor
den
phi
sfo
nor
gnb
crd
sfo
nor
nyj
nwe
ram
tam
dal
det
buf
ram
crd
mia
nor
car
sfo
min
phi
sfo
det
oti
dal
pit
car
ram
nor
cin
sfo
nor
ram
jax
car
rai
sfo
den
nor
sfo
car
ram
tam
ram
nor
sea
sdg
phi
crd
phi
sfo
car
nyg
nor
nyj
ram
nwe
sfo
chi
ram
clt
nor
det
mia
dal
ram
rav
nor
ram
pit
car
jax
tam
car
nor
sfo
oti
crd
sfo
den
car
ram
phi
nyg
ram
nor
car
tam
det
sfo
rai
sea
nor
kan
car
crd
chi
sfo
nor
nwe
dal
gnb
car
ram
nor
clt
buf
mia
ram
chi
cin
tam
nyg
car
nor
rav
pit
nor
car
min
tam
sea
det
cle
was
tam
car
min
ram
nor
phi
nyg
nor
oti
htx
car
clt
tam
jax
ram
crd
car
det
sdg
kan
den
tam
nyg
nor
tam
rai
car
nor
sea
sea
buf
min
nwe
nor
nyj
mia
gnb
tam
det
car
nor
chi
tam
car
tam
nor
crd
nyg
pit
cin
det
cle
rav
nor
was
tam
dal
car
phi
jax
car
htx
oti
nyg
nor
sfo
car
tam
clt
ram
nor
tam
crd
sea
tam
kan
car
gnb
chi
phi
rai
nor
den
car
sdg
nor
tam
min
ram
car
nwe
sfo
chi
dal
nor
was
car
nyg
tam
phi
nor
nyj
buf
tam
crd
nor
sfo
cle
phi
cin
tam
rav
ram
gnb
tam
car
sea
nor
car
phi
tam
sea
gnb
car
det
clt
nor
oti
min
htx
car
jax
nor
tam
den
sdg
car
was
rai
phi
dal
nor
crd
tam
nor
car
nyg
det
tam
ram
mia
nwe
nyj
tam
crd
car
sea
tam
nor
buf
gnb
was
sfo
car
cin
tam
min
nyg
chi
rav
det
tam
car
cle
crd
gnb
pit
nor
car
nyg
dal
htx
was
nor
oti
tam
sfo
clt
min
tam
car
jax
car
nor
rai
nor
car
den
sea
sdg
gnb
tam
phi
crd
kan
ram
sfo
car
nor
gnb
det
buf
mia
nwe
nyj
car
dal
sea
tam
min
nor
tam
nor
car
car
nor
cin
pit
tam
nyg
was
cle
dal
nor
rav
gnb
crd
car
tam
phi
clt
oti
htx
crd
ram
sea
nor
car
tam
nor
car
sfo
jax
tam
dal
chi
gnb
car
min
det
car
den
nor
rai
nor
sdg
tam
kan
tam
tam
nyg
was
nyj
mia
car
nor
dal
nwe
jax
tam
car
sfo
det
buf
nor
