opponent
atl
min
nyg
crd
sfo
atl
ram
det
mia
den
cin
ram
sfo
chi
ram
sfo
oti
chi
dal
atl
was
rai
sfo
min
gnb
ram
cle
atl
ram
kan
sfo
nyg
atl
sfo
phi
min
atl
det
ram
nyj
nwe
gnb
atl
dal
clt
chi
det
sfo
was
buf
ram
sdg
ram
gnb
sfo
atl
sfo
ram
atl
chi
den
atl
phi
det
mia
ram
pit
min
crd
sfo
was
cin
atl
gnb
sfo
ram
atl
rai
min
sfo
cle
ram
nyg
chi
min
dal
kan
oti
atl
sfo
ram
atl
gnb
det
sea
ram
nwe
sfo
gnb
det
chi
sdg
ram
crd
ram
phi
sfo
atl
sfo
nyj
tam
atl
min
gnb
phi
cin
ram
cle
sfo
ram
nyg
pit
atl
dal
atl
sfo
oti
tam
atl
gnb
phi
sfo
nyg
ram
tam
det
was
den
sfo
sea
atl
rai
sdg
ram
sfo
chi
buf
mia
crd
det
atl
was
ram
phi
atl
ram
min
sfo
nyj
nwe
atl
ram
nyg
sfo
pit
phi
cle
cin
atl
ram
min
oti
tam
crd
gnb
sfo
crd
chi
kan
sfo
tam
atl
dal
was
atl
crd
ram
chi
dal
mia
atl
sfo
tam
buf
atl
sfo
nyj
min
nwe
phi
ram
atl
tam
sfo
crd
oti
chi
ram
dal
cle
gnb
atl
pit
sfo
ram
cin
nyg
kan
den
tam
sfo
phi
rai
atl
nyg
ram
sea
gnb
min
ram
crd
sfo
atl
atl
gnb
sfo
nyg
was
clt
tam
nyj
sfo
ram
crd
ram
nwe
mia
atl
min
cle
phi
ram
crd
chi
sfo
atl
ram
sfo
nyg
pit
tam
oti
cin
gnb
sfo
atl
det
tam
dal
sdg
sea
rai
ram
was
ram
den
nyg
min
sfo
atl
dal
gnb
tam
was
sfo
nyj
ram
atl
sfo
nwe
atl
ram
det
buf
phi
clt
sfo
min
crd
atl
cle
oti
det
cin
tam
was
atl
dal
ram
pit
sfo
ram
sea
kan
ram
min
atl
phi
tam
chi
ram
sfo
sdg
atl
sfo
dal
rai
crd
phi
chi
atl
sfo
det
ram
crd
tam
nwe
sfo
was
mia
atl
ram
buf
nyj
oti
atl
det
sfo
ram
pit
atl
crd
gnb
sfo
min
cle
ram
nyg
phi
cin
kan
was
tam
sfo
nyg
chi
sdg
ram
min
atl
rai
sfo
ram
atl
dal
den
sfo
ram
atl
nyg
phi
mia
car
sfo
ram
clt
min
car
nwe
atl
gnb
nyj
sfo
car
cin
crd
rav
jax
chi
car
sfo
oti
atl
tam
ram
atl
nyg
ram
ram
sdg
sfo
det
nyg
chi
atl
car
sfo
rai
sea
atl
car
ram
crd
kan
ram
car
clt
nwe
sfo
atl
tam
car
min
ram
sfo
mia
dal
atl
crd
buf
car
sfo
chi
atl
oti
nyg
cle
tam
sfo
jax
ram
atl
ram
rav
dal
car
det
sdg
sea
phi
chi
car
atl
crd
sfo
car
rai
ram
den
sfo
atl
ram
buf
nyg
min
car
atl
ram
nyj
sfo
clt
nwe
car
atl
ram
tam
was
sfo
tam
gnb
chi
det
pit
was
sfo
atl
car
atl
cle
tam
rav
min
cin
car
sea
htx
oti
clt
car
chi
atl
car
tam
atl
phi
was
tam
nyg
jax
dal
sea
sfo
ram
crd
tam
min
rai
sdg
kan
den
atl
car
dal
tam
atl
car
car
nyg
min
buf
gnb
atl
ram
mia
chi
nwe
nyj
tam
atl
car
det
tam
cle
gnb
atl
car
tam
phi
rav
tam
pit
cin
atl
sfo
dal
was
nyg
car
clt
tam
oti
car
sea
atl
sfo
jax
ram
htx
car
tam
atl
crd
phi
chi
tam
was
den
sfo
min
rai
car
sdg
atl
kan
gnb
tam
atl
chi
det
car
det
phi
buf
nyj
nyg
mia
atl
car
ram
tam
nwe
was
atl
dal
tam
car
min
sfo
atl
car
crd
tam
cle
pit
car
sea
dal
cin
ram
rav
atl
tam
gnb
chi
htx
jax
car
tam
clt
ram
tam
atl
nyg
det
oti
min
atl
car
was
car
kan
gnb
sdg
tam
den
phi
atl
rai
sfo
atl
nyg
tam
dal
car
atl
tam
crd
mia
chi
nwe
buf
nyj
dal
sfo
atl
sea
car
ram
car
tam
atl
cle
min
dal
tam
det
gnb
car
sfo
cin
rav
pit
car
chi
atl
tam
crd
tam
car
dal
phi
atl
clt
nyg
oti
was
htx
car
tam
det
jax
atl
rai
nyg
atl
sdg
car
kan
sea
sfo
den
car
ram
det
tam
crd
tam
atl
min
nwe
car
mia
det
gnb
chi
tam
buf
was
ram
car
atl
nyj
atl
tam
tam
cle
atl
nyg
was
rav
min
ram
cin
phi
atl
dal
tam
car
pit
car
htx
ram
sea
dal
tam
jax
chi
crd
atl
tam
car
atl
sfo
clt
oti
car
tam
rai
gnb
det
sdg
car
chi
tam
sfo
atl
den
atl
phi
kan
min
car
gnb
car
nwe
nyg
was
sea
tam
atl
oti
phi
buf
dal
nyj
tam
mia
car
atl
