opponent
nwe
oti
rai
nyj
buf
cle
clt
phi
nor
clt
atl
nwe
nyj
buf
den
buf
nyj
cin
nwe
nyj
ram
buf
pit
clt
chi
nwe
clt
gnb
kan
oti
min
nyj
sdg
buf
clt
buf
nwe
nyj
crd
nwe
nyg
clt
sfo
rai
nwe
nyj
cle
buf
nwe
nyj
clt
buf
dal
pit
clt
det
nwe
buf
sdg
nyj
was
kan
clt
atl
nor
buf
nyj
cin
clt
nwe
rai
nwe
gnb
phi
nyj
buf
chi
nyj
oti
clt
nwe
buf
clt
den
buf
nwe
nyj
ram
clt
kan
tam
nwe
nyj
pit
clt
cle
buf
min
buf
sfo
oti
clt
nyj
sea
sdg
nyj
nwe
cin
crd
clt
nwe
buf
nyj
clt
buf
phi
crd
cin
sdg
nwe
clt
dal
buf
oti
nyj
was
rai
nwe
buf
sea
min
chi
nyj
rai
buf
nwe
gnb
oti
clt
cle
clt
nwe
det
nyj
buf
cin
atl
nor
clt
nwe
buf
nyj
rai
ram
sfo
sdg
pit
nwe
clt
nyj
crd
pit
oti
clt
nyj
buf
was
dal
clt
nwe
rai
nyj
phi
nwe
kan
buf
nyj
clt
buf
tam
min
nwe
nyj
buf
clt
buf
nwe
rai
kan
nor
buf
nyj
clt
ram
sfo
nwe
clt
cin
oti
atl
nyj
was
nwe
buf
clt
crd
pit
oti
nwe
buf
nyj
phi
sdg
nyj
rai
clt
dal
oti
clt
kan
den
pit
nyj
tam
det
nwe
nyj
clt
buf
chi
gnb
nwe
buf
sdg
clt
nyj
sfo
nwe
buf
rai
clt
oti
cle
buf
nyj
atl
nor
ram
nwe
nwe
clt
sea
kan
nyj
buf
pit
cin
clt
dal
buf
nyj
phi
was
nwe
chi
buf
gnb
clt
min
rai
sdg
nyj
tam
nwe
buf
nwe
nyj
clt
cle
pit
buf
nwe
nyj
oti
cle
cin
gnb
buf
clt
nyj
dal
pit
kan
nwe
clt
kan
nwe
buf
nyg
pit
nyj
nwe
clt
crd
nyj
rai
cle
was
phi
sea
buf
clt
buf
clt
det
gnb
nyj
nwe
kan
oti
clt
nwe
buf
chi
tam
cin
sdg
nyj
cle
ram
sea
buf
atl
nwe
clt
nyj
clt
buf
oti
nor
sfo
rai
nyj
nwe
clt
nyj
buf
was
cle
clt
kan
nyj
phi
nwe
dal
nyg
pit
buf
sdg
nwe
nwe
gnb
nyj
min
cin
buf
rai
nwe
clt
chi
pit
nyj
buf
kan
clt
det
nyj
nwe
pit
cin
clt
nor
nyj
buf
sdg
nwe
sfo
clt
atl
kan
buf
ram
nwe
crd
nyj
clt
sea
buf
phi
dal
nwe
clt
oti
pit
rai
nyg
buf
nyj
clt
oti
gnb
tam
kan
nyj
rav
chi
buf
nyj
buf
nwe
rai
det
clt
nwe
clt
buf
pit
nyj
jax
ram
nwe
buf
clt
car
nwe
nor
rai
nyj
den
atl
den
crd
buf
clt
nwe
phi
rai
oti
buf
nwe
dal
clt
nyj
sdg
nyj
was
sea
min
rav
nwe
cin
buf
nyj
gnb
det
sdg
nyj
clt
buf
tam
clt
nwe
oti
rai
ram
nwe
nyj
sea
car
clt
nyj
buf
den
clt
sfo
nwe
atl
buf
det
clt
nyj
kan
nwe
den
buf
gnb
nyj
rav
sdg
buf
chi
rai
min
nwe
htx
nyj
buf
nyg
jax
nwe
sdg
clt
oti
rav
was
dal
nwe
phi
buf
nyj
oti
cin
pit
nyj
nwe
buf
ram
nyj
crd
sea
sfo
buf
den
nwe
cle
rav
den
nyj
car
buf
tam
kan
nor
atl
nwe
cle
rai
buf
sdg
nyj
oti
nwe
pit
buf
oti
htx
nwe
nyj
gnb
chi
kan
min
det
jax
nwe
buf
nyj
clt
was
dal
nyj
rai
htx
cle
nwe
nyg
buf
phi
pit
nyj
buf
rav
nwe
cin
nyj
crd
nwe
sdg
htx
rav
buf
den
sea
rai
nwe
ram
buf
sfo
kan
nyj
atl
clt
sdg
buf
nyj
nor
nyj
nwe
tam
car
buf
nwe
jax
oti
htx
pit
buf
min
nyj
nwe
gnb
pit
cin
rav
oti
chi
rai
cle
nyj
buf
det
nwe
nwe
htx
cle
sdg
nyj
den
nyg
kan
was
buf
dal
rai
phi
buf
nwe
nyj
htx
rai
nyj
crd
cin
ram
nyj
clt
oti
buf
sea
nwe
sfo
jax
buf
nwe
cle
clt
atl
nor
rav
buf
nwe
cin
tam
sdg
car
nyj
pit
nwe
buf
nyj
nwe
buf
kan
rai
gnb
chi
jax
sdg
det
buf
den
nyj
rav
nwe
min
nyj
was
jax
buf
nyj
oti
htx
nwe
buf
phi
dal
nyj
rav
nyg
sdg
clt
nwe
sea
nwe
cle
cin
oti
pit
buf
nyj
sdg
ram
sfo
rav
crd
nyj
buf
nwe
sdg
nyj
nor
oti
atl
nyj
rav
rai
car
tam
nwe
den
nwe
buf
kan
buf
oti
nyj
rai
nwe
cin
chi
det
htx
nyj
gnb
clt
buf
nwe
min
jax
buf
rav
nwe
dal
sdg
was
buf
pit
nyj
clt
buf
cle
phi
nyj
nyg
cin
nwe
nwe
buf
jax
sea
sfo
nyj
ram
crd
sdg
den
nyj
cin
kan
nwe
rai
buf
nwe
buf
rai
clt
tam
jax
atl
buf
htx
rav
nyj
car
nyg
nyj
nor
oti
nwe
