opponent
rai
pit
oti
nor
nwe
clt
den
ram
cin
jax
sfo
jax
pit
cin
car
oti
jax
cin
nyg
oti
sdg
pit
mia
was
nyj
pit
phi
crd
jax
sea
oti
cin
pit
nyj
jax
cin
oti
pit
gnb
jax
rai
sdg
cin
clt
oti
min
chi
det
ram
pit
cle
atl
oti
kan
buf
cle
jax
cin
jax
oti
pit
nor
cin
nwe
pit
jax
mia
cin
cle
jax
was
oti
pit
cin
oti
dal
cle
sdg
crd
nyj
chi
cin
den
oti
gnb
cle
jax
pit
oti
cle
jax
clt
pit
cin
tam
min
car
tam
den
cle
clt
jax
pit
atl
cin
mia
oti
cin
nor
htx
cle
pit
pit
cle
sdg
kan
crd
cin
den
jax
ram
mia
sea
sfo
cin
rai
cle
pit
cle
pit
cin
kan
was
buf
phi
cle
nyj
dal
nwe
cin
nyg
clt
pit
mia
clt
oti
nyj
det
cle
chi
pit
cin
jax
pit
cin
htx
den
gnb
min
cle
tam
rai
cle
sdg
den
car
nor
cin
oti
atl
pit
cin
kan
cle
pit
buf
cin
nyj
crd
cle
sfo
ram
buf
pit
cin
cle
sdg
nwe
clt
mia
sea
pit
cin
cle
pit
oti
clt
mia
rai
cle
htx
nyg
phi
cin
was
pit
dal
jax
kan
sdg
cle
nwe
cin
min
den
cin
cle
clt
pit
gnb
det
chi
pit
rai
nyj
cin
cle
pit
den
nwe
buf
mia
atl
car
tam
pit
htx
nor
cle
cin
pit
oti
ram
nyj
htx
jax
crd
pit
sea
cin
sfo
cle
clt
sdg
cle
cin
cin
phi
nwe
cle
kan
dal
htx
cle
rai
pit
sdg
pit
was
den
nyg
cin
den
cle
htx
buf
mia
gnb
pit
cle
cin
chi
nyj
pit
min
det
nwe
cin
cin
pit
cle
car
clt
tam
atl
cin
pit
oti
nor
sdg
mia
jax
htx
cle
den
rai
cin
pit
cle
sfo
crd
sdg
jax
ram
cle
mia
sea
kan
pit
cin
buf
cle
jax
rai
was
nyg
nyj
pit
cle
dal
cin
mia
nwe
phi
pit
cin
cin
cle
jax
pit
rai
chi
min
mia
oti
gnb
htx
det
pit
cle
clt
cin
buf
cin
den
pit
cle
oti
nor
car
pit
cin
rai
atl
kan
tam
sdg
cle
mia
crd
kan
cle
pit
cin
sea
nwe
cin
htx
ram
sfo
buf
nyj
cle
pit
cle
htx
kan
was
cin
phi
pit
clt
nwe
oti
pit
dal
cle
jax
nyg
cin
rai
kan
det
den
clt
sdg
cin
min
mia
chi
cle
pit
cle
gnb
cin
ram
pit
