opponent
pit
mia
cin
clt
pit
sdg
crd
kan
sfo
cle
den
cle
cin
dal
cle
kan
nor
was
det
pit
cin
nwe
rai
cin
cle
pit
buf
sdg
den
mia
nyj
rai
pit
cle
cin
cle
phi
gnb
sdg
atl
pit
cin
nyg
cin
pit
ram
den
cle
chi
clt
cle
kan
nwe
rai
pit
cin
sdg
cle
kan
pit
min
crd
cin
nyj
buf
cin
dal
pit
den
cle
nwe
sdg
cin
cle
was
det
kan
pit
mia
pit
cin
sfo
rai
cle
tam
buf
rai
nor
den
sdg
cin
clt
cle
cin
pit
atl
cle
pit
nyj
gnb
mia
pit
cle
pit
cin
chi
rai
sea
kan
den
cle
cin
atl
kan
sfo
ram
cle
rai
buf
pit
cin
cle
nwe
mia
cin
pit
nor
sdg
was
pit
kan
cin
cle
crd
clt
sea
nyj
mia
rai
cin
dal
cle
pit
phi
pit
cle
clt
cin
sea
kan
tam
cin
den
nwe
chi
nyj
cle
pit
gnb
min
ram
cle
mia
nyj
cin
sea
nwe
pit
cin
rai
kan
nor
atl
cle
sfo
pit
cin
sea
pit
nwe
nyg
dal
phi
cle
cin
gnb
rai
pit
buf
pit
den
min
kan
cle
cin
det
cin
tam
mia
cle
clt
rai
clt
sdg
atl
nor
cin
mia
sfo
cin
pit
kan
nyj
cle
pit
ram
cle
mia
was
pit
dal
den
cle
cin
crd
kan
buf
pit
sdg
cin
nyg
cle
clt
gnb
cle
kan
pit
det
chi
cin
rai
mia
cin
pit
clt
cle
sdg
min
buf
ram
buf
den
cle
nwe
atl
cin
sfo
pit
cle
clt
sdg
nor
pit
cin
clt
rai
nyj
nwe
phi
kan
pit
cin
was
cle
sea
crd
dal
pit
cin
cle
min
sdg
buf
mia
nwe
chi
pit
cle
det
cin
rai
kan
pit
tam
cin
cle
atl
pit
clt
sdg
sfo
cin
nor
nyj
ram
cle
buf
sea
cle
kan
cin
pit
rai
cin
kan
nwe
den
nyj
mia
cin
was
dal
cle
pit
phi
pit
cle
nyg
pit
clt
kan
sdg
cin
den
cin
pit
cle
min
mia
det
chi
gnb
cle
buf
nor
kan
sdg
ram
buf
nwe
cin
sea
cin
cle
pit
atl
cle
pit
sfo
nyj
clt
dal
buf
cin
pit
cle
phi
rai
pit
cin
nyg
cle
crd
sea
kan
nyj
jax
pit
cle
cin
jax
min
chi
tam
cle
cin
kan
den
pit
det
nyj
buf
kan
jax
rav
pit
cin
atl
pit
sfo
sea
nor
mia
car
nyj
jax
cin
rav
rai
mia
rav
pit
sea
cin
was
crd
jax
nyg
jax
buf
dal
cin
rav
pit
cin
sdg
nwe
jax
rav
cin
chi
pit
tam
pit
nyj
sea
rav
jax
gnb
min
cin
cle
jax
sfo
rav
nor
ram
mia
cin
pit
cle
rav
rai
atl
jax
pit
buf
kan
pit
nyg
cin
jax
rav
was
pit
rav
cle
jax
phi
cin
cle
dal
mia
jax
rav
tam
det
pit
jax
rav
cin
pit
cle
min
gnb
rai
cle
cin
phi
dal
cle
rai
was
jax
cin
clt
htx
pit
rav
nyg
clt
nwe
jax
htx
rai
clt
nor
pit
nwe
htx
car
jax
mia
jax
atl
nyj
clt
buf
htx
tam
mia
clt
jax
sdg
gnb
htx
min
cin
chi
jax
htx
clt
kan
rai
den
det
pit
rav
ram
clt
htx
cin
crd
rai
cle
jax
sfo
clt
htx
sea
mia
jax
nyj
sdg
mia
dal
clt
was
htx
jax
rav
phi
nyg
clt
htx
jax
buf
nwe
jax
clt
nor
atl
tam
htx
rai
car
jax
den
cin
htx
sdg
kan
nyj
clt
jax
cin
htx
min
rav
kan
clt
gnb
chi
jax
nyj
det
cle
htx
pit
clt
pit
htx
nyj
jax
clt
nwe
jax
sfo
buf
htx
crd
clt
ram
mia
sdg
sea
rai
pit
nyg
den
dal
jax
phi
sdg
mia
was
htx
jax
clt
htx
kan
clt
jax
rav
den
cle
pit
htx
clt
cin
car
atl
tam
buf
nor
clt
jax
htx
nwe
sdg
det
htx
min
pit
buf
clt
chi
mia
jax
htx
clt
nyj
gnb
jax
pit
htx
sdg
nyj
kan
sea
sfo
ram
jax
clt
rai
clt
den
crd
jax
htx
kan
dal
cin
clt
cle
jax
was
htx
rav
pit
phi
htx
nyg
nyj
jax
clt
tam
cle
clt
buf
mia
atl
htx
nor
car
jax
rai
jax
nyj
nwe
htx
clt
min
det
rai
htx
mia
cle
clt
jax
sdg
gnb
clt
chi
den
kan
jax
htx
rai
jax
sea
htx
mia
clt
cle
rav
cin
pit
clt
htx
crd
sfo
ram
jax
mia
htx
jax
phi
buf
rav
sdg
dal
nwe
clt
htx
nyj
jax
nyg
was
clt
cle
clt
jax
atl
buf
den
sdg
tam
car
kan
jax
clt
rai
htx
nor
htx
den
jax
min
buf
htx
pit
cin
chi
clt
rav
clt
cle
jax
det
gnb
htx
crd
sea
clt
nyj
jax
buf
kan
clt
ram
nor
htx
nwe
jax
pit
sfo
mia
htx
