opponent
sdg
mia
den
was
pit
kan
cle
den
sdg
det
nyj
kan
sfo
sdg
cle
den
phi
cin
kan
nor
oti
sdg
clt
atl
kan
den
gnb
sdg
oti
buf
den
ram
kan
cin
den
kan
sdg
nyj
chi
mia
kan
crd
sdg
den
clt
nyg
pit
cle
sdg
oti
kan
den
kan
pit
cle
sdg
cin
sfo
den
det
sdg
den
nwe
kan
dal
clt
sdg
kan
cin
sdg
den
nor
cle
was
atl
den
oti
kan
kan
oti
nwe
sdg
den
gnb
den
chi
kan
phi
tam
cin
sdg
pit
kan
cle
den
nyj
den
sea
oti
sdg
buf
ram
min
kan
sdg
gnb
nwe
chi
oti
kan
sea
sdg
kan
cin
det
sea
den
mia
min
sdg
sea
kan
den
mia
atl
nyj
sdg
sfo
oti
kan
den
nor
cle
sea
sdg
was
buf
kan
sdg
pit
sea
mia
cin
sea
phi
den
dal
den
nyg
min
sea
det
den
kan
tam
kan
nwe
oti
mia
sdg
sea
pit
chi
sdg
atl
sdg
cin
sea
kan
ram
den
sdg
oti
mia
den
was
kan
sea
dal
sea
kan
den
buf
nyg
sdg
crd
sdg
gnb
kan
sdg
den
sea
min
sdg
den
chi
sea
kan
clt
mia
det
pit
kan
sfo
nwe
kan
nor
cle
sdg
sea
sdg
cin
den
atl
den
sea
ram
was
nyg
sdg
kan
sea
mia
oti
den
dal
cle
sdg
phi
sea
kan
clt
det
kan
den
sdg
sea
nwe
min
sdg
den
sea
buf
kan
cle
chi
oti
ram
den
cin
mia
kan
nor
kan
sdg
sfo
atl
sea
den
buf
sea
kan
den
sea
nyj
kan
phi
was
cin
sdg
oti
nwe
den
crd
sea
nyg
sea
pit
chi
buf
sea
sdg
kan
gnb
mia
kan
den
det
cin
min
sdg
den
clt
atl
sfo
sdg
sea
ram
kan
den
sea
cin
sdg
buf
nor
kan
cin
cle
kan
nyg
buf
sea
dal
phi
sea
den
sdg
kan
mia
sdg
was
sea
cle
kan
nyj
den
sdg
chi
kan
sdg
cin
buf
sea
tam
gnb
den
sea
den
sdg
nwe
mia
atl
oti
kan
ram
nor
pit
sdg
den
sea
kan
was
kan
phi
nyj
sea
den
clt
cin
nyg
dal
sdg
kan
pit
sea
den
kan
jax
sdg
chi
nyj
det
sdg
den
tam
min
sea
mia
kan
den
sea
kan
atl
nyj
ram
sdg
den
sea
car
nor
sdg
den
mia
kan
sea
jax
nyg
den
dal
crd
sdg
cin
sea
rav
sea
den
was
mia
buf
sdg
kan
min
chi
sea
den
buf
nyj
mia
sdg
den
kan
sea
oti
tam
sdg
kan
clt
den
cle
sfo
kan
sea
sdg
kan
den
nor
atl
pit
nyj
sea
car
mia
sea
dal
clt
phi
den
sea
sdg
nyg
crd
kan
sdg
oti
den
nyj
pit
oti
buf
ram
sdg
kan
sfo
den
nwe
crd
nyj
sdg
mia
den
kan
cin
den
sdg
chi
cle
kan
det
nyj
min
kan
den
pit
rav
gnb
sdg
buf
tam
htx
clt
den
nor
sdg
car
sdg
den
kan
atl
oti
kan
jax
kan
phi
dal
sdg
buf
oti
kan
den
was
mia
sdg
nyj
cle
den
nyg
rav
cle
sfo
den
crd
pit
sea
den
kan
sdg
htx
cin
ram
kan
nyj
den
cle
mia
sdg
kan
oti
htx
chi
min
kan
den
gnb
clt
jax
sdg
kan
buf
sdg
nor
nyj
rav
atl
car
mia
den
kan
sdg
nwe
htx
tam
kan
den
htx
nyg
phi
nyj
sdg
kan
cin
dal
pit
was
den
cle
rav
ram
crd
htx
sdg
sfo
den
sea
kan
pit
mia
sdg
jax
den
clt
kan
buf
nyj
nwe
htx
cle
kan
den
sdg
min
chi
mia
gnb
det
kan
sdg
mia
pit
den
atl
jax
kan
tam
rav
nor
cin
cle
den
kan
car
sdg
jax
den
was
sdg
kan
pit
phi
nyg
htx
oti
dal
nyj
kan
sdg
den
htx
nwe
mia
sdg
crd
cle
sea
den
sdg
kan
ram
sfo
kan
buf
den
rav
cle
chi
den
sdg
nyj
pit
min
det
oti
kan
den
gnb
sdg
kan
atl
oti
rav
sdg
kan
jax
tam
den
htx
car
buf
kan
sdg
clt
den
nyj
was
den
rav
sdg
kan
buf
mia
nwe
den
nyg
kan
dal
phi
sdg
den
mia
cle
sdg
sea
clt
sfo
sdg
crd
rav
kan
pit
cin
den
kan
kan
min
clt
chi
gnb
htx
det
sdg
cin
nyj
kan
oti
jax
sdg
den
nor
nwe
buf
kan
tam
cle
sdg
den
kan
atl
nyj
clt
sdg
mia
den
pit
mia
sdg
chi
den
phi
nyg
kan
cin
dal
was
kan
cle
den
clt
sdg
